Tanggal,Teks_Ulasan,Rating
2026-05-14 05:25:09,"min kok semenjak update kemarin jadi banyak kekurangan nya seperti g adanya revive dll, mohon diperbaiki ya game nya",5
2026-05-14 04:25:10,terimakasih krafton ini adalah pubg terbagus di semua season.,5
2026-05-14 03:54:47,"pembelian Uc sudah berhasil saya TF melalui banking bank,tapi Uc nya belum masuk ke Akun saya ??",5
2026-05-14 03:50:08,pokonya keren,5
2026-05-14 03:31:13,"terlalu banyak update didalam game yang terlalu memakan penyimpanan, tolong kedepannya kalo bisa dikurangi saja mb updatenya. Terimakasih🙏🏻🙏🏻",2
2026-05-14 03:18:02,pusing hp kentang UPDATE Mulu mah :'),4
2026-05-14 02:45:02,masih ok lah 👍,5
2026-05-14 02:29:24,making Gila Aku cok update lagi below selsai,5
2026-05-14 02:16:14,"Mohon Diperbaiki Kembali, Kalau Bisa Permainan Solo Dan Duo Dipercepat Pencarian Laganya Seperti Laga Skuad",5
2026-05-14 02:07:25,baru update kok sekrang banyak bugnya,3
2026-05-14 02:00:03,"lagu yang sekarang bikin sakit kepala, gak bentah di lobu",1
2026-05-14 01:57:02,lumayan berat,5
2026-05-14 01:33:27,tolong sistem griding di hapus. mempersulit player,3
2026-05-14 01:01:59,kurang bagus map nya aku yg udh lama main ini agak lain map nya dari grafik pun bikin sakit mata yg bagus bagus lah tancent buat event nya lain kali kecewa aku,5
2026-05-14 00:43:47,Walaupun aku ga jago aku sayang papi Tencent,5
2026-05-14 00:37:08,setiap update memakan penyimpanan banget,3
2026-05-14 00:27:26,gem mantap,5
2026-05-14 00:20:15,sangat bagus,3
2026-05-14 00:09:59,"dikit dikit udate dikit dikit update., apalah.., balikin ke tencent aja kalo cuma mau makan untung dari update data per player, pantes jarang yg mau balik player lamanya, daripada update buat event gajelas, mending di update yg hampir mendekati arma revorger malah seru kaua real",2
2026-05-14 00:06:21,"alasan saya pensi pubg karna game nya terlalu berat dan fps tidak stabil di hp ram 8 tolong dong developer untuk downgrade grafik dan fps ditingkatkan lagi, biar semua hp dibawah ram 6 bisa memainkan gamenya dengan nyaman.",1
2026-05-13 23:50:39,HAPUS GRIDING LA,1
2026-05-13 23:44:37,Obb servis telek,1
2026-05-13 23:40:23,cocok buat anak muda maen game pugb,5
2026-05-13 23:39:18,jujur game ini sangat seru!,5
2026-05-13 23:19:42,"min mau ngasih tau ini knp yh setiap main sama tim² lain salah satu yh tuh sering kena bug GK bisa Rivev tim sendiri, gw juga pernah kena bug gara² itu jadi disalahin tim sendiri karna GK mau Rivev pdhl GK ad tanda Rivev ini gw sengaja ulasan bintang 5 agar bisa di lihat oky",5
2026-05-13 23:11:07,game Ida 😜🤙,5
2026-05-13 23:09:14,Gokilll🤙🤙,5
2026-05-13 23:02:31,"tidak usahlah kasih kasih peringatan login selama berapa jam, atau berapa hari. enak enak main tiba tiba loh out. tolonglah, jangan sperti itu",1
2026-05-13 22:52:29,👍💯,5
2026-05-13 22:41:25,lama2 gak genah pubg,3
2026-05-13 22:39:47,sekarang main pubg main bug nya,5
2026-05-13 22:39:22,"baru update, selesai sampai 100%,pas buka playstore lagi ko harus update ulang?? kenapa yaa, maaf rating 3",3
2026-05-13 22:29:20,game ini ramah untuk anak anak kalau ada yang menghina berkata kasar atau mengejek kalian tinggal riport ya oke kawan kawan,5
2026-05-13 22:26:59,Bug laggi ini event baru gw kaga bisa pake self revive dan revive temen kocak dah,1
2026-05-13 22:26:56,"bisa gak pubg di mainkan sesuai rank ,, soalnya saya masih pemula , saya rank platinum tapi musuh nya sudah crwon atau ice,, 🤦🤦",4
2026-05-13 22:26:40,"crown ke ace jangan dibikin ribet,,saya lebih expek kayak dulu,,ngerti kan maksud saya developer pubg yang budiman yang gak mentingin skin jing",2
2026-05-13 22:24:43,game rusak,1
2026-05-13 22:15:04,sangat mendukung bang,5
2026-05-13 22:03:20,bugnya diperbaikin mmk,1
2026-05-13 22:01:59,game puki,1
2026-05-13 21:58:56,hapus grading.. kalo ga main bareng susah,4
2026-05-13 21:52:54,menghibur,5
2026-05-13 21:46:20,🤙🤙🤙 bagus,5
2026-05-13 21:34:51,keren,5
2026-05-13 21:26:03,sangat menghibur sekali,5
2026-05-13 20:59:14,kurangi jumlah komputer yg ada,4
2026-05-13 20:54:25,penyimpanan terlalu besar,2
2026-05-13 20:54:06,cinta PUBG selamanya 😝😝😘,5
2026-05-13 20:49:29,Game favorit😍💕,5
2026-05-13 20:42:38,Jaringan booss ngebaf trossss,1
2026-05-13 20:41:28,i like,5
2026-05-13 20:33:28,bikin kecanduan asv,5
2026-05-13 20:32:20,mantap,5
2026-05-13 20:26:05,padahal udah di update dn disuruh download datanya udah di download dah selesai bru maen 2 kali setelah itu sya keluar dari gmz sya istirahat 3 jam maen setelah itu saya login lgi eh malh di suruh update lgi,1
2026-05-13 20:23:27,pubg mulai pulih seperti dulu thanks,5
2026-05-13 20:20:44,bagus game ini.. jangan apdet trus menerus.. kasian yang kurang mampu hp...,1
2026-05-13 20:15:57,game ini cocok di hp mahal saya .... kalau di hp yg murah pasti GK cocok ya gaes ..👍👍👍👍👍👍👍👍👍,5
2026-05-13 20:14:49,memori nya gede😡,1
2026-05-13 20:09:18,🥰🥰🥰🥰,5
2026-05-13 20:03:22,"Game bagus sekali saya bermain dari season 2 , ga kayak game sebelah buriq gaada pintu bahaha",5
2026-05-13 19:59:43,"terlalu sering update dengan jumlah yang besar, mau main suruh update dulu.",1
2026-05-13 19:55:49,"developer, ini untuk naik ke rank ace dari crown 1 kok susah gini ya sistem nya harus peringkat 15 kebawah berturut-turut. 🗿",4
2026-05-13 19:51:05,jadi bayak teman,2
2026-05-13 19:31:42,"HAPUS SISTEM GRADING!! sistem baru ini menyusahkan banyak pemain yang cuman mau ngejar rank dengan have fun aja,trus matchmaking lama banget,bisa 10 menitan kalau map selain erangel gilakkk",1
2026-05-13 19:23:46,gems paporit saya,5
2026-05-13 19:22:36,sangat bagus dan enak di mainkan,5
2026-05-13 19:22:08,"Baguslah pokoknya,,,",5
2026-05-13 19:12:47,Semakin seru nih game.,5
2026-05-13 19:11:48,sudah waktunya pensi. sudah cukup membersamai dr season awal sampai saat ini..,5
2026-05-13 19:10:09,kalo boleh ngasih saran ultimate royal buat jadi rank biasa yang ada blue chip seperti pubg pc dan even buat jd mode normal hilangkan rank di mode event,3
2026-05-13 19:04:31,game ini sangat tidak ada sinyal login ke game tolong perbaiki sinyal game ini dan jaringan hub itu hapus saja dan kapan versi 4.4 dan tidak dapat login ke akun CROOTAAAH game pubg mobile selalu ngelag ping turun naik,1
2026-05-13 19:00:56,belom tau ni abis update,3
2026-05-13 18:56:55,baru comeback sepertinya vakum lagi setelah update malah nglag mungkin perangkatnya jadul untuk helio g99,3
2026-05-13 18:43:31,"di update 4.4 ini ngerasa aplikasi nya agak ringan di hp Oppo A9,,makasii bngtt min,dah dibuat ngerasa main lancar kek orang orang,, walaupun bangunan masih bentuk tanah nge gumpal wkwk,, tapi di event 4.4 ini delay bangunan nya cuman sebentar hihii❤️,, semoga kedepannya dikasih keringanan buat perangkat yang pas pasan kek punyaku mwehehe,,Makasii luvv luvvv PUBG MOBILE❤️",5
2026-05-13 18:38:04,ini gimana ya cara nya downloding resources .?,4
2026-05-13 18:37:18,bagus game nia,1
2026-05-13 18:31:04,"update ga ngotak, makin lama makin kacau. game sampah",1
2026-05-13 18:29:48,keren gem nyaa,5
2026-05-13 18:25:43,Best,5
2026-05-13 18:17:58,🥰🥰🥰🥰,5
2026-05-13 18:15:34,Bug Mulu,1
2026-05-13 18:15:32,"buset kenapa habis update ga bisa masuk, ga sekali 2 kali tapi dh sering banget setelah update",5
2026-05-13 18:12:37,Game kontol,5
2026-05-13 18:03:24,terlalu bergantung pada device,1
2026-05-13 18:02:36,sangat cocoknya,5
2026-05-13 18:02:25,top lah ini gemes,5
2026-05-13 17:58:06,game nya Sagat bagus tapi untuk fitur donwlod yg tidak diperlukan bisa diperbaiki ngak ya agar tidak mendowlon secara otomatis saat bermain gamenya yg membuat hp sepek android cepat panas mohon agar supaya player android bisa lancar saat bermain,2
2026-05-13 17:55:03,good,5
2026-05-13 17:41:57,"tolong di perbaiki bug step musuh gak keliatan di map, padahal musuh sangat dekat , kok setelah update ini makin ngaco? heran",1
2026-05-13 17:37:10,mantapp,5
2026-05-13 17:27:17,bagus,5
2026-05-13 17:25:28,game terbaik,5
2026-05-13 17:20:55,Event nya malem sama hujan aja. Gak usah bisa terbang lah bisa berubah lah jelek. Mending malam atau hujan.,4
2026-05-13 17:07:16,"game nya bagus tapi sering banget obb service nya error, mohon benerin min",5
2026-05-13 17:06:18,terlalu banyak bug,1
2026-05-13 17:01:15,semoga lancar buat hp aku,5
2026-05-13 16:51:01,"terlalu berat, patah patah",2
2026-05-13 16:50:18,"suka heran kenapa musuh tau posisi kita dimana walaupun ngendok apalagi sultan2 di rank dominator keatas, why?",5
2026-05-13 16:48:31,"seringkali update, sekali nya update banyak bngt download nya",1
2026-05-13 16:41:09,ini sangat bermagna,5
2026-05-13 16:37:39,𝗽𝘂𝗯𝗴 𝗙𝗼𝗿𝗲𝘃𝗲𝗿,5
2026-05-13 16:33:05,Bagus,5
2026-05-13 16:30:23,pada akhirnya gw bisa min geme ini lagi 😭🥹,5
2026-05-13 16:19:30,top,5
2026-05-13 16:07:07,PUBG saya mudah kenok,5
2026-05-13 15:55:53,"susah lahh ada grading² nya ,, dulu main mentok sampe acedomi , skrg mentok sampe ace",1
2026-05-13 15:54:33,tidak bisa download resource royale pass dan event,2
2026-05-13 15:49:46,"oke bngt,main hampir 4 tahun di tahun 1-2 akun tb' ilang akhirnya bikin akun baru sampai sekarang masih abadii🥺❤️",5
2026-05-13 15:47:30,"izin, tolong grading nya dipermudah atau minimal 17 besar tiap tahapan masuk level... soalnya playaer kesulitan untuk capaian tersebut.",3
2026-05-13 15:30:31,koneksinya di otimalain dong masa sinyal bagus malah di suruh memuat ulalng,4
2026-05-13 15:28:40,happy,5
2026-05-13 15:18:45,sangat sulit masuk ke pertempuran jika push mode solo,1
2026-05-13 15:11:45,pemain lama,5
2026-05-13 15:07:33,mantap,5
2026-05-13 15:01:14,mantap,5
2026-05-13 15:00:59,mantap,5
2026-05-13 14:58:04,game bagus,5
2026-05-13 14:55:22,setelah update malah makin lag pdahal hp bagus,4
2026-05-13 14:54:03,sangat terbaik di kelasnya.. luar biasa..,5
2026-05-13 14:52:06,JARINGAN KOK LAG MULU KEBANYAKAN ITA ITU INI GAME LAMA LAMA . JARINGAN SERING LAG AE BIKIN EVENT GA NGOTAK BANGET,1
2026-05-13 14:50:59,tiap kali update ..besar kuota yang di gunakan,1
2026-05-13 14:37:07,game broken,5
2026-05-13 14:33:20,stuck logo awal pas udah update ga mau jalan apk nya,2
2026-05-13 14:30:29,"aplikasi nya bagus banget ,, aku kembaliiiii pubg mobile hahahaah",5
2026-05-13 14:25:41,terbaikkkk,5
2026-05-13 14:17:39,saat pertama masuk pertempuran karakter mengambang atau melayang dan agak lama tidak kaya update sebelumnya di 4.3 tolong dong pubg mobile segera di perbaiki 🙏,5
2026-05-13 14:12:20,sekarang banyak bug bug jelek,1
2026-05-13 14:09:43,gak kuattt,1
2026-05-13 14:05:45,Bagus tapi jaringan sering patah patah tolong benarin segera,4
2026-05-13 13:58:34,dwonload data nya lama anji..,1
2026-05-13 13:57:17,keren,5
2026-05-13 13:53:35,lumayan,4
2026-05-13 13:50:55,mantap,5
2026-05-13 13:18:06,Gamenya barus gak kayak sebelah burik,5
2026-05-13 13:02:23,game yg bagus sayang Banyak pemain lama dari 2018 yg pensiun gara gara terlalu berat,3
2026-05-13 13:01:15,"kalau emang buat fun kenapa komen soal push rank yang di persulit ... Aneh :D kalau buat fun ya maen maen aja gak perlu ngejar rank .. kocak.. justru karena adanya system itu jadi seru , tantangannya .. player jago juga mikir 1000x buat ng rush orang .. pada ngendog semua 2kwkwk seru sih aslii",5
2026-05-13 12:51:42,Bru siap donlod pas sya msuk bru nak donlod di dalam nya kok keluar trus GK bisa di main kn .asik kluar trus .knapa ya,5
2026-05-13 12:21:05,bagi aku gime pubg lebih keren ff jadi bintang nya cuman 1 ya,1
2026-05-13 11:59:20,🤙🤙🤙🤙🤙,5
2026-05-13 11:57:21,"good game,,,saya sudah lama memainkannya.meski tetap m4 nya m4 panu.😁",5
2026-05-13 11:49:35,woiii papji mobel kapan lah m4 glacier dapat efek ganti senjata malah di anak tiri kan lah kanjut hideung,2
2026-05-13 11:41:42,au ah capek,3
2026-05-13 11:41:10,kasih m416 glacier wkwk,5
2026-05-13 11:26:04,jelek haram mati ada asap kaya kena azab,1
2026-05-13 11:24:01,sangatt puas bangettttttttt,5
2026-05-13 11:20:43,game God,5
2026-05-13 11:20:25,"ini gabisa di revive sehabis update game ini gimana, punya self aid juga gabisa di pake",1
2026-05-13 11:09:13,saya download pake wifi selalu gagal setengah jalan terus woy... hp ram 2GB rom 32 GB pdhal ramnya masih BANYAK. kasih solusi bos...,1
2026-05-13 11:06:03,game sangat bagus dan sangat menegangkan hanya saja penyimpanan ruang sangat besar jadi KLO bisa kurangin sedikit supaya orang yg ruangnya sedikit bisa main juga,5
2026-05-13 10:57:01,Oke 👍,5
2026-05-13 10:55:36,"baru di update malah gak bisa di buka, gimana sih sistem PUBG nya sekarang",1
2026-05-13 10:54:35,sekarang mainya sudah mendingan para oknum yang memakai cheat sudah berkurang.,4
2026-05-13 10:51:15,mantap,5
2026-05-13 10:48:26,game pelit,5
2026-05-13 10:48:02,jelek amat lah aku gak mau,1
2026-05-13 10:30:45,GAME GOOD,5
2026-05-13 10:26:52,bagus banget tencen mobile🥳,5
2026-05-13 10:26:33,hidup grading....,5
2026-05-13 10:20:52,"Apaan bgt updatenya , tiba "" gyro di nonaktifkan game taikk , padahal hp gw ga pernah frame ram gede",1
2026-05-13 10:16:29,mudahan di versi terbaru bagus dari yang sebelum yaa,5
2026-05-13 10:15:23,Akun jangan blokir dan benet pubg mobile Kayak gini tidak seru🤬,1
2026-05-13 10:08:28,gamenya bagus,1
2026-05-13 10:00:35,good luck pubg mobile always on pubg Indonesia players old season 2,5
2026-05-13 09:57:19,"mantap kali,walau hp ku KENTANG BUSUK tetap main 👍😁",5
2026-05-13 09:55:32,fail hilang sendiri,2
2026-05-13 09:53:27,best game,5
2026-05-13 09:48:24,hapus aja sistem grading bikin susah player,1
2026-05-13 09:45:56,pubg kurang kurangi update yg lebih besar lagi sumpah dehh ga kuat hp gw .. klo lama lama makin gede pensi pubg ini mah,5
2026-05-13 09:43:14,coba kembali di tahun 2019 pasti seru,5
2026-05-13 09:31:28,"update 4.4 knapa jdi ngeframe bgt dah, event yg kmaren enteng bgt",1
2026-05-13 09:27:43,gua main dari SD sampi lulus sma ga bosen',5
2026-05-13 09:27:40,nangis ...karena map belum di tender saat turun dari atas trus tertembak musuh,5
2026-05-13 09:15:02,Hiburan untuk penat nya dunia,5
2026-05-13 09:11:00,game udah bagus cuma GB terlalu besar. tiap musim naik. Karena itu lah para player old pensiun.,1
2026-05-13 09:02:02,saran saya cukup mode rangked dan event saja biar tidak susah cari pemain pas masuk pertandingan .,4
2026-05-13 09:00:12,untuk kesekian kali blum dapat 90 fps snap 870 padahal ada cooler payah pubg ‼️,1
2026-05-13 08:59:17,good game,5
2026-05-13 08:38:22,tolong frem nya di kurangin,5
2026-05-13 08:17:31,⭐⭐⭐⭐🌟🌟🌟🌟🌟,5
2026-05-13 07:55:38,tolong dong pubg suka frem drop padahal handphone ku spek nya bagus tapi masih frem drop tolong dong pubg perbaiki ini game kesukaan loh tolong ya pubg perbaiki frem drop nya sekian terimakasih 🙏🙏,4
2026-05-13 07:37:29,pokok game nya baguss puuuooooollllll.......,5
2026-05-13 07:04:40,hapus system grading.. karena lawannya gak ngotak,1
2026-05-13 06:58:45,"Pengalaman bermain PUBG (PlayerUnknown's Battlegrounds) sering kali digambarkan sebagai campuran antara ketegangan intens, kerja sama tim yang seru, dan kepuasan tinggi saat mencapai ""Winner Winner Chicken Dinner"". Pemain menikmati elemen taktis seperti mengintip, berbaring, dan merancang strategi, meskipun terkadang ada rasa frustrasi saat looting lama berakhir dengan eliminasi cepat.Pengalaman Utama Bermain PUBG:Ketegangan & Adrenalin: Sebagai game battle royale terberat dengan grafis menawan,",5
2026-05-13 06:21:23,ga work it buat dimainin lagi udah,1
2026-05-13 06:08:48,sistem gradingnya di hapus aja min hehe,5
2026-05-13 06:08:16,"Kecewa Gua, M416 Glacier Gak ada Peningkatan Tiap-tiap Update Cuma Nambah Skin doang, mana Skin Cewek Mulu.",1
2026-05-13 05:44:03,tetep setelah update semakin tolool....,1
2026-05-13 05:43:52,game ngabisin memory hp,1
2026-05-13 05:13:42,Bisakah main hp biasa menggunakan layar tablet,4
2026-05-13 05:04:24,sangat memuaskan,5
2026-05-13 04:46:04,"seru banget,nyesel dlu bilang game haram",5
2026-05-13 03:37:07,gem super gokil,5
2026-05-13 03:34:50,"game rakus d data,trs d ram,mknya orang pada mles main game ini",5
2026-05-13 03:33:23,Setelah kembali lagi hampir 3 tahun lebih game ini sudah mengalami peningkatan yg signifikan,4
2026-05-13 02:30:14,"Min gue player 8 Tahun yang mau comback main lagi, gue main dari jaman AKM bisa scop X8, Hapus sistem Grading, Capek banget main buat havefun malah disuruh buat Kompe. Terus Banyak banget sekarang itu main pada pake emulator di pc, dan kadang main di Tablet pun pakai Bantuan Keyboard dan Mouse, Mereka yang pakai alat bantu itu Nembak serasa gak ada recoil sama sekali, beda dengan main yang pakai Jari ngatur recoil pakai gyro sekalipun. Kaya gak adil gitu gameplaynya.. selebihnya OK!",1
2026-05-13 02:10:34,Gradingnya sangat sulit tolong di hapus sangat sangat sangat membuat stresss,1
2026-05-13 02:00:07,gm ya bagus sekali cuma kurang di sejata ya kurang bayak,5
2026-05-13 01:58:37,main di tablet Poco m1 tapi layarnya g full sampe kaki gimana si terus frame rate di Batasin hadehhh bagusan new state unlock smua fps,2
2026-05-13 01:57:41,sistim grading taik,1
2026-05-13 01:35:01,"kenapa ya hbis di update ko ngga bisah masuk ya,, tolong dong",2
2026-05-13 01:34:59,habis update malah stuck obb,1
2026-05-13 01:27:27,game andalan aku🤣,5
2026-05-13 01:22:55,"buat pihak pubg tolong dong apus bates waktu bermain, fitur yg menurut gua ribet sebagai penjoki game, buat ngepush jadi kesendat waktu trus ada fitur grading win streak makin ribet aja ni pubg lama""",3
2026-05-13 01:22:33,bagus.mantap.oke,5
2026-05-13 00:57:57,setiap ganti iven pasti ngebug gabisa dibuka pubgnya suruh download pakai wifi😏,1
2026-05-13 00:53:17,khusus hp flagship cuy,5
2026-05-13 00:33:03,game burik setiap update ram besar,1
2026-05-13 00:28:46,"Kenapa sering download otomatis habis match di lobby?? padahal settingan download otomatis tidak aktif dan hanya download resource lewat WIFI tapi saat pakai data main, tetep download OTOMATIS padahal semua settingan download otomatis non aktif. Perbaikilah!!!!!",3
2026-05-13 00:24:33,mantap,5
2026-05-13 00:17:40,MALAS MAIN LAGI KARENA ADANYA SISTEM GREDING,1
2026-05-12 23:59:41,good,5
2026-05-12 23:59:29,update selanjutnya even Harry Potter,4
2026-05-12 23:53:25,👍👍👍👍👍👍👍,5
2026-05-12 23:52:13,keren beuhh,5
2026-05-12 23:39:06,GAME NYA UDAH KEBANYAKAN CHANGKONEK.,1
2026-05-12 23:34:47,kenapa setelah update gak bisa login keterangan nya tidak ada koneksi internet atau wifi padahal sinyal lancar buat apapun youtube atau apa. makin kesini kenapa seperti ini..,1
2026-05-12 23:29:11,mantap banget nih game. cocok di mainin untuk kalian para bocil mantap,5
2026-05-12 23:28:36,asik,5
2026-05-12 23:24:27,menarik ahay shayy uhuyyyyy,3
2026-05-12 23:19:21,Tolong di perbaiki bug damage dan di hp mid-range fps tidak stabile tolong segera di perbaiki🙏🙏,1
2026-05-12 23:17:33,melatih fokus salah satunya,5
2026-05-12 23:12:24,Mantab....,5
2026-05-12 23:11:24,sering keluar sendiri pas main,3
2026-05-12 23:02:09,sekarang karakter q udh bner nih sip mantap jadi tiap karakter beda muka ny,5
2026-05-12 22:59:48,"taeklah mau nautin no.hp sma Email aja susah.suruh masukin kata sandi salah,diganti salah,lah gw disuruh bikin atau dibikinin.huruf kapital ada, nomer ada, simbol juga ada dan jumlah huruf lebih dari 8,terus yang salah apanya anjir.....perbaikin secepatnya hal sepele kek gni aja lama,klo gk bisa dipake tuh fitur ngapain disaranin anj.",2
2026-05-12 22:55:15,terlalu banyak pembaharuan. . game makin sepi. . . makin berat lagi. . tencen mana.,3
2026-05-12 22:50:42,"Game on top, kurang rame gegara cuma org vip aja yg nyaman dengan pubg🥴🥵",5
2026-05-12 22:50:03,"tolong kepada admin, grading nya di hapus, sangat menyusahkan player yang ini push rank. segitu aja Terima kasih",4
2026-05-12 22:49:30,Tidak bisa di upgrade,5
2026-05-12 22:45:16,good,4
2026-05-12 22:39:26,Tolong game play nya di perbaiki lagi setiap pencarian laga mode inventaris maupun clasik lama bgt lebih dari 5 menit 🤧,5
2026-05-12 22:38:29,saya sgat suka,5
2026-05-12 22:23:10,obb selalu rusak setiap update 👎,5
2026-05-12 22:14:38,gua login kagak masuk masuk cok jelek jelek,1
2026-05-12 22:08:13,"makin ngawur tiap kali updateanegemen kloud ga kesimpan, semua sensi berubah, Giro berubah,malah lebih parahnya Giro kebalik kanan, kiri atas bawah. tolong di perbaiki",1
2026-05-12 22:08:01,main lagi di hp baru😄,5
2026-05-12 22:03:04,bikin males main,1
2026-05-12 21:58:21,game mantap,5
2026-05-12 21:57:50,sudah download login susah,5
2026-05-12 21:52:10,"plz, popor m4 di livik di tambahin🫠",5
2026-05-12 21:49:15,"baru combek asli semua nya beda semua, phocingki gak rame kaya dulu kebanyakan player baru sombong"" gak kaya player dulu",5
2026-05-12 21:48:58,"sistem grading/persyaratan naik tier bikin bosen main, semakin lama pubg saya yakin akan semakin sepi pemain",1
2026-05-12 21:43:07,banyak bug terutama bug tombol firing yang tidak terpencet sangat menggangu,1
2026-05-12 21:42:02,"tetap pertahankan pubg, btw bisalah kalau gacha dipermudah kan untuk dpat itemnya 🥹🥹",5
2026-05-12 21:38:15,tetap jadi GAME TERBAIK,5
2026-05-12 21:35:18,"makin update makin ngeframe apalagi pihak PUBG tolong pas di lobby jangan suka ngunduh otomatis lah, kadang lagi ngobrol di lobby atau nunggu temen tiba-tiba udah banyak yang di unduh malah makin bikin ngeframe",5
2026-05-12 21:27:33,"kangen pubg yang dulu sama kangen temen"" dulu:')",1
2026-05-12 21:26:53,sangat bagus sekali,5
2026-05-12 21:25:38,bagus sekaliii wajib dicoba,1
2026-05-12 21:21:41,"setiap setelah update saya selalu gk bisa masuk sampai berjam-jam, bahkan berhari2, masak setiap mau update saya harus uninstal terus, tolong d perbaiki lagi ini pubgnya, capek setiap update harus hapus ubg mulu, klw sudah d perbaiki baru nantik saya rubah ulasannya 😡. tolong ya pubg nya d perbaiki, saya sudah 8 tahun main ini pubg, kok sekarang pubg makin aneh 😠",1
2026-05-12 21:18:32,game yg bikin Dejavu 🥹,5
2026-05-12 21:17:58,"Please fix random frame drop in 3.4 event, it looks bad, my chipset is snapdragon 888 I thought it should be strong",5
2026-05-12 21:16:29,mantap,5
2026-05-12 21:15:38,gem ya saggat mantap,5
2026-05-12 21:07:43,Gamenya bagus min -1 login,5
2026-05-12 21:07:07,ok,5
2026-05-12 21:02:57,hp ku gak kuat sama pubg sekarang,1
2026-05-12 21:01:52,update ga bisa nembak + share kit parah !!!!!,1
2026-05-12 21:00:50,dari gem nya si oke aja.. pokoknya trbaik lah buat gem ini,5
2026-05-12 20:59:50,kenapa tier crown di gabung sama ace sniper bahkan lebih.. ko sekarang jadi kaya ml di campur2 apa jangan2 mau jadi ml kah biar sepi,1
2026-05-12 20:53:09,Please old pubg mobile,5
2026-05-12 20:52:44,👍🏻👍🏻👍🏻,5
2026-05-12 20:52:01,untuk pubg tolong perbaiki masalah server atau bug karena ping 40ms hijau bisa lag parah sering freze dan jalan ditempat!,5
2026-05-12 20:51:47,oke,5
2026-05-12 20:51:11,Cukup menghibur di saat waktu luang,5
2026-05-12 20:49:42,Ngga bisa di download ulang game nya,5
2026-05-12 20:47:04,PUBG mobile semakin bagus & mantab. apalagi sekarang ada tambahan efek lagi di M416 sealed nether (mummy),5
2026-05-12 20:43:07,Kenapa mendadak loading gamenya stak ga jalan padahal udah di apus download lagi masih stak aja,4
2026-05-12 20:42:19,ok,4
2026-05-12 20:37:28,Game burik!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!;!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! Tapi boong hayyuk pal pale pale,5
2026-05-12 20:30:51,game nyah bagus banget gerafik nyah gelo banget,5
2026-05-12 20:27:54,gabisa d buka,1
2026-05-12 20:23:12,"sedikit keluhan saya ,mengapa ketika turun di event seperti pocinkhi ,musuh rame terjadinya bug rumah seperti agar agar / atau kotak ,sedangkan player lain sudah bisa meloting ,sedangkan karakter saya ,tidak bisa masuk rumah pintu dan jendela nya tidak ada ,keseringan mati gara gara render rumah nya ,jadinya tidak bisa masuk,harus menunggu sekitar 1 menitan atau setengah menit baru bisa itupun kemungkinan mati 100% karna akibat bug ketika turun musuh nya banyak ,tolong diperbaikin",4
2026-05-12 20:22:26,main dari seasons 1 vakum 2026 gara2 sistem granding bikin gak mood hampir 1 klan pensi main pubg gile 49 orang yg online sisa 1 di klan aku gara2 granding ini terlalu bikin emosi,5
2026-05-12 20:21:04,"gua ringkas min permasalahannya 1, fps gk stabil walau device gk panas 2, bug parasut pas loncat dari tempat tinggi tombol parasutnya gk kluar 3, mic mabar, walau udh makek mic mabar tapi speakernya ambil yg tim suara kita masih bocor ke tim '-'",4
2026-05-12 20:20:01,ko apa jadi minta-minta rating,5
2026-05-12 20:19:31,"gem favorit saya ini tolong di perbaiki ,saya ko setiap login server error trus",5
2026-05-12 20:17:01,gem yang paling ku suka.. tapi terlalu pelit sama siniper,2
2026-05-12 20:15:21,mantap,5
2026-05-12 20:08:29,coba pubg buat event untk pubg season 2 tahun 2018,5
2026-05-12 20:06:19,🚀,5
2026-05-12 20:03:43,saya suka banget main game pubg tapi saya sering mengeluhkan saat turun dari pesawat itu rendernya lama banget,5
2026-05-12 19:55:12,"aku kasih bintang 🌟5 bukan berarti aku suka ya ,... hmphhh~~",5
2026-05-12 19:54:43,"game battle royal terbaik yang pernah saya coba,sangat ramah dengan hp spek pas² an",5
2026-05-12 19:54:35,game bagus tapi rada lag,4
2026-05-12 19:53:57,"baru juga update sudah ngelag aja ini game, tolong perbaiki koneksi nya minji",1
2026-05-12 19:53:54,"GAME PEKOK . SUKA UBAH"" LOBBY INTERFACE .",3
2026-05-12 19:52:48,"bagus bagus aja sih, tapi mohon di kondisikan update2 nya. soalnya masih banyak pengguna android lama yang pengen main gamenya tapi device nggak mendukung. supaya yang kami juga bisa menikmati ini game, walaupun device kami kentang.",4
2026-05-12 19:52:11,lebih menantang ketika menaikan tier,5
2026-05-12 19:50:42,saya senang bermain game pubg,4
2026-05-12 19:46:28,ko arena sampe 1 ga lanjut coba perbaikin Don,5
2026-05-12 19:45:14,pubg sekarang banyak fitur jd males main lagi dives pun harus ip pake android susah gak bisa lg sering dilai kalah sama yg dives ip bahkan chiter2 di UR makin meraja lela,1
2026-05-12 19:40:19,"banyak kolaborasi, event tidak terlalu sulit, grading standar, cocok buat yg punya banyak waktu luang + storage lega 😂",5
2026-05-12 19:39:15,gamenya seru gk bikin bosen,5
2026-05-12 19:35:59,fix lag on game tensent . pliss,5
